date	macro_dimension	dimension	gender	frequency
2020-09-30	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	5
2020-09-30	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2020-09-30	Conditionality-Variables Shaping outlook	Leadership	undefined	5
2020-09-30	Conditionality-Variables Shaping outlook	Collective Action	undefined	3
2020-09-30	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	3
2020-09-30	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	19
2020-08-01	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2020-08-01	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2020-08-01	Willingness to take action	Active-agentic	undefined	1
2020-08-01	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2020-08-01	Conditionality-Variables Shaping outlook	Collective Action	undefined	9
2020-08-01	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2020-08-02	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2020-08-02	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2020-08-02	Conditionality-Variables Shaping outlook	Leadership	undefined	9
2020-08-02	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2020-08-02	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2020-08-02	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2020-08-03	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2020-08-03	Willingness to take action	Active-agentic	undefined	1
2020-08-03	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2020-08-03	Conditionality-Variables Shaping outlook	Collective Action	undefined	4
2020-08-04	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2020-08-04	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2020-08-04	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2020-08-04	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2020-08-04	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	3
2020-08-05	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2020-08-05	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	6
2020-08-05	Willingness to take action	Active-agentic	undefined	1
2020-08-05	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2020-08-05	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	4
2020-08-05	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2020-08-06	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2020-08-06	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2020-08-06	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2020-08-07	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	6
2020-08-07	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	4
2020-08-07	Willingness to take action	Active-agentic	undefined	1
2020-08-07	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2020-08-07	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2020-08-08	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	5
2020-08-08	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2020-08-08	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2020-08-08	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2020-08-08	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	2
2020-08-09	Willingness to take action	Active-agentic	undefined	1
2020-08-09	Conditionality-Variables Shaping outlook	Leadership	undefined	4
2020-08-09	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2020-08-10	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2020-08-10	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	5
2020-08-10	Conditionality-Variables Shaping outlook	Leadership	undefined	4
2020-08-10	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2020-08-10	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2020-08-11	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2020-08-11	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2020-08-11	Willingness to take action	Active-agentic	undefined	3
2020-08-11	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2020-08-11	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2020-08-12	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2020-08-12	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	4
2020-08-12	Conditionality-Variables Shaping outlook	Leadership	undefined	6
2020-08-12	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2020-08-12	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2020-08-12	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2020-08-13	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2020-08-13	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2020-08-13	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2020-08-13	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2020-08-13	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2020-08-14	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	5
2020-08-14	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2020-08-14	Willingness to take action	Active-agentic	undefined	3
2020-08-14	Conditionality-Variables Shaping outlook	Leadership	undefined	8
2020-08-14	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2020-08-14	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	7
2020-08-14	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2020-08-15	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2020-08-15	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2020-08-15	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2020-08-15	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	4
2020-08-15	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	5
2020-08-16	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2020-08-16	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	4
2020-08-16	Willingness to take action	Active-agentic	undefined	2
2020-08-16	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2020-08-16	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2020-08-16	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	2
2020-08-17	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2020-08-17	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2020-08-17	Conditionality-Variables Shaping outlook	Leadership	undefined	4
2020-08-17	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2020-08-17	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	3
2020-08-18	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2020-08-18	Conditionality-Variables Shaping outlook	Leadership	undefined	6
2020-08-18	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2020-08-18	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2020-08-19	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	6
2020-08-19	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2020-08-19	Conditionality-Variables Shaping outlook	Leadership	undefined	5
2020-08-19	Conditionality-Variables Shaping outlook	Collective Action	undefined	3
2020-08-19	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	4
2020-08-19	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	3
2020-08-20	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2020-08-20	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2020-08-20	Willingness to take action	Active-agentic	undefined	2
2020-08-20	Conditionality-Variables Shaping outlook	Leadership	undefined	4
2020-08-20	Conditionality-Variables Shaping outlook	Collective Action	undefined	3
2020-08-20	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2020-08-20	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2020-08-21	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	6
2020-08-21	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	7
2020-08-21	Willingness to take action	Active-agentic	undefined	1
2020-08-21	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2020-08-21	Conditionality-Variables Shaping outlook	Collective Action	undefined	18
2020-08-21	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	3
2020-08-22	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2020-08-22	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2020-08-22	Willingness to take action	Active-agentic	undefined	1
2020-08-22	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2020-08-22	Conditionality-Variables Shaping outlook	Collective Action	undefined	23
2020-08-22	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2020-08-23	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2020-08-23	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	5
2020-08-23	Conditionality-Variables Shaping outlook	Leadership	undefined	12
2020-08-23	Conditionality-Variables Shaping outlook	Collective Action	undefined	3
2020-08-23	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2020-08-23	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	2
2020-08-24	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2020-08-24	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2020-08-24	Willingness to take action	Active-agentic	undefined	3
2020-08-24	Conditionality-Variables Shaping outlook	Leadership	undefined	11
2020-08-24	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2020-08-25	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	9
2020-08-25	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	5
2020-08-25	Conditionality-Variables Shaping outlook	Leadership	undefined	28
2020-08-25	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2020-08-25	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2020-08-26	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2020-08-26	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2020-08-26	Conditionality-Variables Shaping outlook	Leadership	undefined	12
2020-08-26	Conditionality-Variables Shaping outlook	Collective Action	undefined	10
2020-08-26	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2020-08-27	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2020-08-27	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2020-08-27	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2020-08-27	Conditionality-Variables Shaping outlook	Collective Action	undefined	6
2020-08-27	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2020-08-27	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	2
2020-08-28	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2020-08-28	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2020-08-28	Conditionality-Variables Shaping outlook	Collective Action	undefined	20
2020-08-28	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	3
2020-08-28	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2020-08-29	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2020-08-29	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2020-08-29	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2020-08-29	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2020-08-30	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2020-08-30	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2020-08-30	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2020-08-30	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2020-08-31	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2020-08-31	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2020-08-31	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2020-08-31	Conditionality-Variables Shaping outlook	Collective Action	undefined	4
2020-08-31	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2020-07-01	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2020-07-01	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2020-07-01	Willingness to take action	Active-agentic	undefined	1
2020-07-01	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2020-07-01	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2020-07-01	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2020-07-02	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2020-07-02	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	4
2020-07-02	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2020-07-02	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	6
2020-07-02	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2020-07-03	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2020-07-03	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2020-07-03	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2020-07-03	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2020-07-04	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	5
2020-07-04	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2020-07-04	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2020-07-04	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2020-07-05	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2020-07-05	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2020-07-05	Willingness to take action	Active-agentic	undefined	1
2020-07-05	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2020-07-05	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2020-07-05	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
