date	column	frequency
2019-12-21	socio-political content	1917.1356
2019-12-21	COVID19 content	610.8289
2019-12-21	Negative Valence	1725.2396
2019-12-21	Aggression	827.374
2019-12-21	Target other countries	1052.51
2019-12-21	Target religious sect	937.7292
2019-12-21	Target sexual orientation	390.3031
2019-12-21	Disease dehumanization	1405.0738
2019-12-21	sports	4
2019-12-21	joy	129.21
2019-12-21	pride	7.5
2019-12-21	anger	20.28
2019-12-21	sad	51.07
2019-12-21	disgust	0
2019-12-21	love	95.18
2019-12-21	fear	2.25
2019-12-22	socio-political content	1769.4254
2019-12-22	COVID19 content	547.1899
2019-12-22	Negative Valence	1517.0503
2019-12-22	Aggression	786.9056
2019-12-22	Target other countries	880.05
2019-12-22	Target religious sect	955.2852
2019-12-22	Target sexual orientation	441.0791
2019-12-22	Disease dehumanization	1406.473
2019-12-22	sports	4
2019-12-22	joy	144.88
2019-12-22	pride	8.55
2019-12-22	anger	15.21
2019-12-22	sad	52.95
2019-12-22	disgust	1.5
2019-12-22	love	67.94
2019-12-22	fear	0.75
2019-12-23	socio-political content	2204.9598
2019-12-23	COVID19 content	677.2757
2019-12-23	Negative Valence	1953.9929
2019-12-23	Aggression	976.6786
2019-12-23	Target other countries	1174.12
2019-12-23	Target religious sect	1157.6455
2019-12-23	Target sexual orientation	515.2955
2019-12-23	Disease dehumanization	1758.0944
2019-12-23	sports	2
2019-12-23	joy	131.25
2019-12-23	pride	3
2019-12-23	anger	16.83
2019-12-23	sad	95.5
2019-12-23	disgust	2.25
2019-12-23	love	74.11
2019-12-23	fear	3
2019-12-24	socio-political content	1938.0225
2019-12-24	COVID19 content	623.6691
2019-12-24	Negative Valence	1772.1049
2019-12-24	Aggression	897.6047
2019-12-24	Target other countries	1055.56
2019-12-24	Target religious sect	998.5995
2019-12-24	Target sexual orientation	389.6872
2019-12-24	Disease dehumanization	1546.7045
2019-12-24	sports	2
2019-12-24	joy	136.61
2019-12-24	pride	11.37
2019-12-24	anger	21.35
2019-12-24	sad	65.13
2019-12-24	disgust	3
2019-12-24	love	98.44
2019-12-24	fear	0
2019-12-25	socio-political content	1963.1132
2019-12-25	COVID19 content	629.0612
2019-12-25	Negative Valence	1777.8076
2019-12-25	Aggression	873.5215
2019-12-25	Target other countries	1014.43
2019-12-25	Target religious sect	1002.7627
2019-12-25	Target sexual orientation	394.5783
2019-12-25	Disease dehumanization	1460.6436
2019-12-25	sports	7
2019-12-25	joy	122.54
2019-12-25	pride	7.74
2019-12-25	anger	12.3
2019-12-25	sad	70.79
2019-12-25	disgust	1.5
2019-12-25	love	78.69
2019-12-25	fear	1.86
2019-12-26	socio-political content	2269.1939
2019-12-26	COVID19 content	746.2846
2019-12-26	Negative Valence	2031.4281
2019-12-26	Aggression	1029.4203
2019-12-26	Target other countries	1239.57
2019-12-26	Target religious sect	1223.3408
2019-12-26	Target sexual orientation	504.666
2019-12-26	Disease dehumanization	1729.6793
2019-12-26	sports	7
2019-12-26	joy	127.49
2019-12-26	pride	3
2019-12-26	anger	18.14
2019-12-26	sad	74.59
2019-12-26	disgust	5.37
2019-12-26	love	73.95
2019-12-26	fear	0
2019-12-27	socio-political content	1970.4412
2019-12-27	COVID19 content	626.4706
2019-12-27	Negative Valence	1821.8012
2019-12-27	Aggression	857.3729
2019-12-27	Target other countries	1092.52
2019-12-27	Target religious sect	1046.0083
2019-12-27	Target sexual orientation	426.267
2019-12-27	Disease dehumanization	1604.6257
2019-12-27	sports	6
2019-12-27	joy	156.39
2019-12-27	pride	3.93
2019-12-27	anger	18.6
2019-12-27	sad	73.86
2019-12-27	disgust	2.73
2019-12-27	love	74.57
2019-12-27	fear	5.55
2019-12-28	socio-political content	1684.4247
2019-12-28	COVID19 content	562.0599
2019-12-28	Negative Valence	1573.655
2019-12-28	Aggression	745.0621
2019-12-28	Target other countries	899.01
2019-12-28	Target religious sect	868.377
2019-12-28	Target sexual orientation	327.2551
2019-12-28	Disease dehumanization	1266.636
2019-12-28	sports	3
2019-12-28	joy	122.64
2019-12-28	pride	4.92
2019-12-28	anger	8.61
2019-12-28	sad	76.66
2019-12-28	disgust	0.75
2019-12-28	love	59.09
2019-12-28	fear	1.5
2019-12-29	socio-political content	1942.0157
2019-12-29	COVID19 content	564.4503
2019-12-29	Negative Valence	1674.9982
2019-12-29	Aggression	830.2859
2019-12-29	Target other countries	1014.73
2019-12-29	Target religious sect	893.589
2019-12-29	Target sexual orientation	394.8919
2019-12-29	Disease dehumanization	1380.9113
2019-12-29	sports	10
2019-12-29	joy	150.68
2019-12-29	pride	8.37
2019-12-29	anger	15.42
2019-12-29	sad	104.68
2019-12-29	disgust	5.1
2019-12-29	love	89.68
2019-12-29	fear	4.98
2019-12-30	socio-political content	1852.3546
2019-12-30	COVID19 content	525.8321
2019-12-30	Negative Valence	1625.5666
2019-12-30	Aggression	745.8493
2019-12-30	Target other countries	1002.13
2019-12-30	Target religious sect	1007.8559
2019-12-30	Target sexual orientation	373.0024
2019-12-30	Disease dehumanization	1375.2023
2019-12-30	sports	2
2019-12-30	joy	153.85
2019-12-30	pride	12.37
2019-12-30	anger	11.76
2019-12-30	sad	49.46
2019-12-30	disgust	0
2019-12-30	love	104.61
2019-12-30	fear	2.31
2019-12-31	socio-political content	2049.5442
2019-12-31	COVID19 content	649.0958
2019-12-31	Negative Valence	1900.5609
2019-12-31	Aggression	869.7745
2019-12-31	Target other countries	1131.38
2019-12-31	Target religious sect	1009.5602
2019-12-31	Target sexual orientation	403.2747
2019-12-31	Disease dehumanization	1538.2692
2019-12-31	sports	6
2019-12-31	joy	195.92
2019-12-31	pride	14.43
2019-12-31	anger	2.43
2019-12-31	sad	51.63
2019-12-31	disgust	3
2019-12-31	love	203.56
2019-12-31	fear	6
2020-01-01	socio-political content	1097.3527
2020-01-01	COVID19 content	344.3953
2020-01-01	Negative Valence	1026.849
2020-01-01	Aggression	494.1785
2020-01-01	Target other countries	564.97
2020-01-01	Target religious sect	559.7616
2020-01-01	Target sexual orientation	226.4112
2020-01-01	Disease dehumanization	875.1712
2020-01-01	sports	2
2020-01-01	joy	80.23
2020-01-01	pride	7.56
2020-01-01	anger	9.79
2020-01-01	sad	48.07
2020-01-01	disgust	2.55
2020-01-01	love	90.68
2020-01-01	fear	3.93
2020-01-02	socio-political content	1182.0852
2020-01-02	COVID19 content	406.9876
2020-01-02	Negative Valence	1069.9668
2020-01-02	Aggression	505.211
2020-01-02	Target other countries	609.43
2020-01-02	Target religious sect	583.2996
2020-01-02	Target sexual orientation	237.2139
2020-01-02	Disease dehumanization	898.9619
2020-01-02	sports	4
2020-01-02	joy	76.17
2020-01-02	pride	4.5
2020-01-02	anger	9.12
2020-01-02	sad	42.75
2020-01-02	disgust	1.5
2020-01-02	love	47.67
2020-01-02	fear	1.5
2020-01-03	socio-political content	1543.5682
2020-01-03	COVID19 content	477.8767
2020-01-03	Negative Valence	1417.4782
2020-01-03	Aggression	677.312
2020-01-03	Target other countries	757.88
2020-01-03	Target religious sect	757.6854
2020-01-03	Target sexual orientation	309.7111
2020-01-03	Disease dehumanization	1188.1908
2020-01-03	sports	2
2020-01-03	joy	85.76
2020-01-03	pride	6.06
2020-01-03	anger	9.3
2020-01-03	sad	41.98
2020-01-03	disgust	1.56
2020-01-03	love	48.57
2020-01-03	fear	6.12
2020-01-04	socio-political content	1213.4711
2020-01-04	COVID19 content	391.8702
2020-01-04	Negative Valence	1076.6745
2020-01-04	Aggression	498.8881
2020-01-04	Target other countries	649.6
2020-01-04	Target religious sect	658.228
2020-01-04	Target sexual orientation	260.8277
2020-01-04	Disease dehumanization	930.8202
2020-01-04	sports	4
2020-01-04	joy	106.62
2020-01-04	pride	6.25
2020-01-04	anger	16.36
2020-01-04	sad	45.97
2020-01-04	disgust	2.25
2020-01-04	love	40.18
2020-01-04	fear	2.37
2020-01-05	socio-political content	1135.4961
2020-01-05	COVID19 content	360.6895
2020-01-05	Negative Valence	1069.6409
2020-01-05	Aggression	505.6962
2020-01-05	Target other countries	592.45
2020-01-05	Target religious sect	607.1214
2020-01-05	Target sexual orientation	248.5866
2020-01-05	Disease dehumanization	883.266
2020-01-05	sports	6
2020-01-05	joy	77.03
2020-01-05	pride	9.54
2020-01-05	anger	12.72
2020-01-05	sad	45.88
2020-01-05	disgust	0.75
2020-01-05	love	36.66
2020-01-05	fear	6
2020-01-06	socio-political content	1202.8088
2020-01-06	COVID19 content	413.0225
2020-01-06	Negative Valence	1105.1328
2020-01-06	Aggression	527.9398
2020-01-06	Target other countries	626.96
2020-01-06	Target religious sect	591.1328
2020-01-06	Target sexual orientation	294.6684
2020-01-06	Disease dehumanization	989.6141
2020-01-06	sports	6
2020-01-06	joy	103.4
2020-01-06	pride	4.05
2020-01-06	anger	11.1
2020-01-06	sad	76.16
2020-01-06	disgust	2.25
2020-01-06	love	47.77
2020-01-06	fear	1.5
2020-01-07	socio-political content	1256.5074
2020-01-07	COVID19 content	410.6183
2020-01-07	Negative Valence	1111.5028
2020-01-07	Aggression	538.3452
2020-01-07	Target other countries	709.74
2020-01-07	Target religious sect	603.9131
2020-01-07	Target sexual orientation	269.4449
2020-01-07	Disease dehumanization	1003.1374
2020-01-07	sports	4
2020-01-07	joy	101.88
2020-01-07	pride	9.66
2020-01-07	anger	9.12
2020-01-07	sad	58.75
2020-01-07	disgust	1.5
2020-01-07	love	42.01
2020-01-07	fear	3.25
2020-01-08	socio-political content	1296.942
2020-01-08	COVID19 content	437.7235
2020-01-08	Negative Valence	1211.6267
2020-01-08	Aggression	558.4115
2020-01-08	Target other countries	721.23
2020-01-08	Target religious sect	683.0587
2020-01-08	Target sexual orientation	309.2926
2020-01-08	Disease dehumanization	1061.8361
2020-01-08	sports	3
2020-01-08	joy	89.95
2020-01-08	pride	3.75
2020-01-08	anger	9.81
2020-01-08	sad	47.35
2020-01-08	disgust	2.37
2020-01-08	love	41.02
2020-01-08	fear	7.05
2020-01-09	socio-political content	1281.4336
2020-01-09	COVID19 content	409.0556
2020-01-09	Negative Valence	1159.6784
2020-01-09	Aggression	583.6052
2020-01-09	Target other countries	674.59
2020-01-09	Target religious sect	669.713
2020-01-09	Target sexual orientation	273.9767
2020-01-09	Disease dehumanization	1047.446
2020-01-09	sports	5
2020-01-09	joy	104.56
2020-01-09	pride	6.24
2020-01-09	anger	4.62
2020-01-09	sad	65.78
2020-01-09	disgust	2.31
2020-01-09	love	53.37
2020-01-09	fear	3.99
2020-01-10	socio-political content	1531.748
2020-01-10	COVID19 content	462.3797
2020-01-10	Negative Valence	1333.1178
2020-01-10	Aggression	681.3836
2020-01-10	Target other countries	770.96
2020-01-10	Target religious sect	765.7572
2020-01-10	Target sexual orientation	319.5666
2020-01-10	Disease dehumanization	1213.3348
2020-01-10	sports	6
2020-01-10	joy	89.41
2020-01-10	pride	7.5
2020-01-10	anger	12.24
2020-01-10	sad	51.75
2020-01-10	disgust	3.31
2020-01-10	love	56.55
2020-01-10	fear	3
2020-01-11	socio-political content	1321.0401
2020-01-11	COVID19 content	405.2
2020-01-11	Negative Valence	1186.8937
2020-01-11	Aggression	586.5013
2020-01-11	Target other countries	664.21
2020-01-11	Target religious sect	679.5711
2020-01-11	Target sexual orientation	300.3297
2020-01-11	Disease dehumanization	1039.2418
2020-01-11	sports	5
2020-01-11	joy	70.51
2020-01-11	pride	7.06
2020-01-11	anger	10.11
2020-01-11	sad	42.54
2020-01-11	disgust	0.75
2020-01-11	love	58.01
2020-01-11	fear	3.87
2020-01-12	socio-political content	1252.3218
2020-01-12	COVID19 content	369.4337
2020-01-12	Negative Valence	1155.6193
2020-01-12	Aggression	582.3396
2020-01-12	Target other countries	630.49
2020-01-12	Target religious sect	628.4504
2020-01-12	Target sexual orientation	282.7846
2020-01-12	Disease dehumanization	982.427
2020-01-12	sports	4
2020-01-12	joy	85.65
2020-01-12	pride	11.81
2020-01-12	anger	14.67
2020-01-12	sad	70.74
2020-01-12	disgust	1.5
2020-01-12	love	53.23
2020-01-12	fear	3.81
2020-01-13	socio-political content	1208.3578
2020-01-13	COVID19 content	396.5009
2020-01-13	Negative Valence	1092.1333
2020-01-13	Aggression	559.7511
2020-01-13	Target other countries	664.63
2020-01-13	Target religious sect	605.8924
2020-01-13	Target sexual orientation	285.9278
2020-01-13	Disease dehumanization	966.3092
2020-01-13	sports	8
2020-01-13	joy	98.9
2020-01-13	pride	6.81
2020-01-13	anger	8.55
2020-01-13	sad	76.15
2020-01-13	disgust	2.37
2020-01-13	love	50.41
2020-01-13	fear	1.5
2020-01-14	socio-political content	1239.8075
2020-01-14	COVID19 content	380.1626
2020-01-14	Negative Valence	1171.0378
2020-01-14	Aggression	557.3218
2020-01-14	Target other countries	672.13
2020-01-14	Target religious sect	639.3628
2020-01-14	Target sexual orientation	277.4598
2020-01-14	Disease dehumanization	992.2057
2020-01-14	sports	6
2020-01-14	joy	91.18
2020-01-14	pride	14.49
2020-01-14	anger	7.62
2020-01-14	sad	52.7
2020-01-14	disgust	3.81
2020-01-14	love	56.1
2020-01-14	fear	6
2020-01-15	socio-political content	1187.7182
2020-01-15	COVID19 content	409.5332
2020-01-15	Negative Valence	1064.8649
2020-01-15	Aggression	555.7641
2020-01-15	Target other countries	670.11
2020-01-15	Target religious sect	646.9843
2020-01-15	Target sexual orientation	261.619
2020-01-15	Disease dehumanization	959.1077
2020-01-15	sports	6
2020-01-15	joy	91.16
2020-01-15	pride	10.06
2020-01-15	anger	15.24
2020-01-15	sad	47.56
2020-01-15	disgust	3.06
2020-01-15	love	43.93
2020-01-15	fear	3
2020-01-16	socio-political content	1276.9637
2020-01-16	COVID19 content	408.8597
2020-01-16	Negative Valence	1149.3257
2020-01-16	Aggression	581.9443
2020-01-16	Target other countries	645.98
2020-01-16	Target religious sect	656.6208
2020-01-16	Target sexual orientation	293.189
2020-01-16	Disease dehumanization	998.837
2020-01-16	sports	5
2020-01-16	joy	87.86
2020-01-16	pride	10.1
2020-01-16	anger	9.99
2020-01-16	sad	43.72
2020-01-16	disgust	2.25
2020-01-16	love	48.23
2020-01-16	fear	3.06
2020-01-17	socio-political content	1181.5985
2020-01-17	COVID19 content	389.0972
2020-01-17	Negative Valence	1042.6693
2020-01-17	Aggression	532.499
2020-01-17	Target other countries	618.31
2020-01-17	Target religious sect	621.3202
2020-01-17	Target sexual orientation	243.3346
2020-01-17	Disease dehumanization	958.4858
2020-01-17	sports	6
2020-01-17	joy	85.03
2020-01-17	pride	14.46
2020-01-17	anger	5.31
2020-01-17	sad	48.59
2020-01-17	disgust	2.49
2020-01-17	love	41.23
2020-01-17	fear	1.5
2020-01-18	socio-political content	1043.3685
2020-01-18	COVID19 content	317.3518
2020-01-18	Negative Valence	963.1458
2020-01-18	Aggression	434.6721
2020-01-18	Target other countries	586.05
2020-01-18	Target religious sect	572.5626
2020-01-18	Target sexual orientation	234.7072
2020-01-18	Disease dehumanization	817.2931
2020-01-18	sports	9
2020-01-18	joy	73.6
2020-01-18	pride	6.81
2020-01-18	anger	9.49
2020-01-18	sad	33.12
2020-01-18	disgust	1.56
2020-01-18	love	48.89
2020-01-18	fear	3
2020-01-19	socio-political content	1073.8191
2020-01-19	COVID19 content	328.2806
2020-01-19	Negative Valence	959.4663
2020-01-19	Aggression	507.1114
2020-01-19	Target other countries	644.67
2020-01-19	Target religious sect	581.9182
2020-01-19	Target sexual orientation	259.739
2020-01-19	Disease dehumanization	880.1601
2020-01-19	sports	11
2020-01-19	joy	81.8
2020-01-19	pride	7.5
2020-01-19	anger	13.53
2020-01-19	sad	37.15
2020-01-19	disgust	3.81
2020-01-19	love	46.94
2020-01-19	fear	3.49
2020-01-20	socio-political content	1199.8334
2020-01-20	COVID19 content	422.3637
2020-01-20	Negative Valence	1114.1348
2020-01-20	Aggression	605.1888
2020-01-20	Target other countries	684.33
2020-01-20	Target religious sect	659.8009
2020-01-20	Target sexual orientation	284.3833
2020-01-20	Disease dehumanization	1036.2954
2020-01-20	sports	4
2020-01-20	joy	55.03
2020-01-20	pride	5.25
2020-01-20	anger	7.11
2020-01-20	sad	40.23
2020-01-20	disgust	3
2020-01-20	love	50.01
2020-01-20	fear	3.25
2020-01-21	socio-political content	1220.7309
2020-01-21	COVID19 content	413.2465
2020-01-21	Negative Valence	1087.2228
2020-01-21	Aggression	549.142
2020-01-21	Target other countries	630.14
2020-01-21	Target religious sect	647.6319
2020-01-21	Target sexual orientation	258.7677
2020-01-21	Disease dehumanization	949.7398
2020-01-21	sports	5
2020-01-21	joy	69.98
2020-01-21	pride	3.06
2020-01-21	anger	12.04
2020-01-21	sad	36.31
2020-01-21	disgust	1.5
2020-01-21	love	46.55
2020-01-21	fear	1.62
2020-01-22	socio-political content	1243.5534
2020-01-22	COVID19 content	417.0444
2020-01-22	Negative Valence	1154.4389
2020-01-22	Aggression	578.9401
2020-01-22	Target other countries	716.85
2020-01-22	Target religious sect	652.7623
2020-01-22	Target sexual orientation	268.0048
2020-01-22	Disease dehumanization	1009.4916
2020-01-22	sports	6
2020-01-22	joy	84.93
2020-01-22	pride	7.74
2020-01-22	anger	4.56
2020-01-22	sad	30.13
2020-01-22	disgust	2.43
2020-01-22	love	52.49
2020-01-22	fear	3
2020-01-23	socio-political content	1163.851
2020-01-23	COVID19 content	401.3863
2020-01-23	Negative Valence	1041.2676
2020-01-23	Aggression	530.3135
2020-01-23	Target other countries	617.47
2020-01-23	Target religious sect	612.3252
2020-01-23	Target sexual orientation	246.0366
2020-01-23	Disease dehumanization	940.8099
2020-01-23	sports	3
2020-01-23	joy	61.1
2020-01-23	pride	4.56
2020-01-23	anger	4.35
2020-01-23	sad	34.92
2020-01-23	disgust	1.56
2020-01-23	love	51.5
2020-01-23	fear	3.12
2020-01-24	socio-political content	1244.3433
2020-01-24	COVID19 content	431.202
2020-01-24	Negative Valence	1160.3389
2020-01-24	Aggression	582.0467
2020-01-24	Target other countries	651.04
2020-01-24	Target religious sect	667.4291
2020-01-24	Target sexual orientation	279.1766
2020-01-24	Disease dehumanization	1046.6764
2020-01-24	sports	14
2020-01-24	joy	76.71
2020-01-24	pride	7.8
2020-01-24	anger	6.66
2020-01-24	sad	44.72
2020-01-24	disgust	0.75
2020-01-24	love	43.09
