date	macro_dimension	dimension	language	frequency
2020-12-08	Corruption	Other - Corruption	ckb	1
2019-12-19	Governance	Other - Governance	ar	10
2019-12-23	Governance	Other - Governance	ar	10
2020-12-08	Services	Collective Action	ckb	2
2019-12-27	Governance	Other - Governance	ar	10
2019-10-05	Security	Other - Security	ar	10
2019-10-07	Security	Other - Security	ar	10
2019-10-09	Security	Other - Security	ar	10
2019-10-10	Security	Other - Security	ar	10
2020-12-09	Security	Other - Security	ckb	1
2019-10-15	Security	Other - Security	ar	10
2019-09-03	Security	Other - Security	ar	10
2019-09-04	Security	Other - Security	ar	10
2020-12-09	Corruption	Other - Corruption	ckb	1
2020-12-09	Corruption	Other - Corruption	fa	1
2020-12-09	Corruption	Other - Corruption	und	2
2019-09-04	Security	Other - Security	ar	10
2019-09-16	Security	Other - Security	ar	10
2020-12-09	Corruption	Other - Corruption	ckb	1
2019-09-17	Corruption	Other - Corruption	ar	10
2019-09-21	Security	Other - Security	ar	10
2019-09-25	Corruption	Other - Corruption	ar	10
2019-08-13	Corruption	Other - Corruption	ar	10
2019-08-15	Security	Other - Security	ar	10
2020-12-10	Security	Other - Security	ckb	1
2019-08-16	Corruption	Other - Corruption	ar	10
2019-08-20	Security	Other - Security	ar	10
2019-08-21	Corruption	Other - Corruption	ar	10
2019-08-22	Security	Other - Security	ar	10
2019-08-24	Corruption	Other - Corruption	ar	10
2019-08-29	Corruption	Other - Corruption	ar	10
2019-07-10	Security	Other - Security	ar	10
2019-07-16	Security	Other - Security	ar	10
2019-07-30	Corruption	Other - Corruption	ar	10
2019-06-04	Security	Other - Security	ar	10
2019-06-06	Corruption	Other - Corruption	ar	10
2019-06-09	Corruption	Other - Corruption	ar	10
2019-06-14	Security	Other - Security	ar	10
2020-12-11	Security	Other - Security	ckb	1
2019-06-15	Security	Other - Security	ar	10
2020-12-11	Security	Hopeless/Negative/Pessimistic	ckb	1
2019-06-16	Corruption	Other - Corruption	ar	10
2019-06-25	Security	Other - Security	ar	10
2019-06-25	Corruption	Other - Corruption	ar	10
2019-05-01	Security	Other - Security	ar	10
2019-05-21	Corruption	Other - Corruption	ar	10
2020-12-11	Corruption	Other - Corruption	fa	1
2019-05-28	Security	Other - Security	ar	10
2019-05-28	Corruption	Other - Corruption	ar	10
2019-03-05	Corruption	Other - Corruption	ar	10
2019-03-11	Corruption	Other - Corruption	ar	10
2019-03-25	Security	Other - Security	ar	10
2019-03-31	Security	Other - Security	ar	10
2019-01-01	Security	Other - Security	ar	10
2019-01-10	Corruption	Other - Corruption	ar	10
2019-01-15	Corruption	Other - Corruption	ar	10
2019-01-17	Corruption	Other - Corruption	ar	10
2019-01-22	Security	Other - Security	ar	10
2019-01-23	Security	Other - Security	ar	10
2020-12-12	Security	Other - Security	ckb	2
2019-01-27	Corruption	Other - Corruption	ar	10
2019-01-30	Corruption	Other - Corruption	ar	10
2018-10-12	Security	Other - Security	ar	10
2018-10-17	Security	Other - Security	ar	10
2018-10-27	Security	Other - Security	ar	10
2018-10-28	Security	Other - Security	ar	10
2018-10-29	Security	Other - Security	ar	10
2018-10-30	Corruption	Other - Corruption	ar	10
2018-09-01	Security	Other - Security	ar	10
2020-12-13	Security	Other - Security	ckb	1
2018-09-15	Governance	Other - Governance	ar	10
2018-09-28	Corruption	Other - Corruption	ar	10
2018-09-30	Security	Other - Security	ar	10
2018-07-03	Corruption	Other - Corruption	ar	10
2018-07-07	Security	Other - Security	ar	10
2020-12-13	Corruption	Other - Corruption	ckb	1
2018-07-09	Security	Other - Security	ar	10
2018-07-15	Corruption	Other - Corruption	ar	10
2018-07-25	Security	Other - Security	ar	10
2018-07-30	Security	Other - Security	ar	10
2020-12-13	Governance	Other - Governance	fa	1
2018-06-04	Corruption	Other - Corruption	ar	10
2020-12-14	Security	Other - Security	und	3
2018-05-01	Corruption	Other - Corruption	ar	10
2018-05-05	Security	Other - Security	ar	10
2018-05-08	Security	Other - Security	ar	10
2018-05-09	Services	Collective Action	ar	10
2020-12-14	Corruption	Other - Corruption	und	1
2018-05-11	Corruption	Other - Corruption	ar	10
2018-05-13	Security	Other - Security	ar	10
2018-05-17	Security	Other - Security	ar	10
2018-05-21	Security	Other - Security	ar	10
2018-05-23	Corruption	Other - Corruption	ar	10
2018-05-30	Security	Other - Security	ar	10
2018-04-05	Corruption	Other - Corruption	ar	10
2020-12-15	Security	Other - Security	ckb	2
2018-04-18	Corruption	Other - Corruption	ar	10
2018-01-12	Corruption	Other - Corruption	ar	10
2018-01-16	Corruption	Other - Corruption	ar	10
2018-01-23	Security	Other - Security	ar	10
2018-01-25	Security	Other - Security	ar	10
2021-06-04	Services	Other - Services	ar	9
2021-06-09	Corruption	Other - Corruption	ar	9
2021-06-20	Services	Other - Services	ar	9
2021-06-21	Services	Collective Action	ar	9
2021-06-29	Services	Other - Services	ar	9
2021-04-20	Economy	Other - Economy	ar	9
2021-04-24	Security	Other - Security	ar	9
2021-04-24	Services	Other - Services	ar	9
2021-03-12	Security	Other - Security	ar	9
2021-03-23	Governance	Other - Governance	ar	9
2021-03-31	Security	Other - Security	ar	9
2021-02-04	Governance	Other - Governance	ar	9
2021-01-10	Security	Hopeful/Positive/Optimistic	ar	9
2021-01-27	Services	Other - Services	ar	9
2020-12-06	Governance	Other - Governance	ar	9
2020-12-07	Security	Other - Security	ar	9
2020-12-11	Services	Collective Action	ar	9
2020-12-17	Security	Other - Security	ckb	2
2020-12-19	Security	Other - Security	ar	9
2020-12-20	Security	Other - Security	ar	9
2020-11-11	Services	Other - Services	ar	9
2020-11-28	Governance	Other - Governance	ar	9
2020-10-08	Security	Other - Security	ar	9
2020-10-14	Governance	Other - Governance	ar	9
2020-10-18	Security	Other - Security	ar	9
2020-09-03	Security	Other - Security	ar	9
2020-09-04	Security	Hopeful/Positive/Optimistic	ar	9
2020-09-09	Security	Other - Security	ar	9
2020-09-20	Security	Other - Security	ar	9
2020-08-06	Services	Other - Services	ar	9
2020-08-16	Services	Other - Services	ar	9
2020-08-22	Corruption	Other - Corruption	ar	9
2020-08-25	Security	Other - Security	ar	9
2020-08-28	Services	Divine Intervention	ar	9
2020-08-29	Security	Other - Security	ar	9
2020-08-30	Security	Other - Security	ar	9
2020-08-30	Security	Other - Security	ar	9
2020-07-04	Services	Divine Intervention	ar	9
2020-07-06	Security	Hopeless/Negative/Pessimistic	ar	9
2020-07-06	Security	Other - Security	ar	9
2020-07-07	Security	Hopeless/Negative/Pessimistic	ar	9
2020-07-11	Services	Collective Action	ar	9
2020-07-13	Governance	Other - Governance	ar	9
2020-07-15	Services	Divine Intervention	ar	9
2020-06-01	Services	Other - Services	ar	9
2020-06-03	Services	Divine Intervention	ar	9
2020-12-19	Corruption	Other - Corruption	en	19
2020-12-19	Corruption	Other - Corruption	und	51
2020-06-04	Security	Other - Security	ar	9
2020-06-06	Governance	Other - Governance	ar	9
2020-06-12	Governance	Other - Governance	ar	9
2020-06-23	Services	Collective Action	ar	9
2020-06-27	Security	Hopeless/Negative/Pessimistic	ar	9
2020-06-30	Security	Hopeless/Negative/Pessimistic	ar	9
2020-05-06	Governance	Other - Governance	ar	9
2020-05-19	Security	Hopeful/Positive/Optimistic	ar	9
2020-05-20	Governance	Other - Governance	ar	9
2020-05-27	Services	Collective Action	ar	9
2020-12-20	Security	Other - Security	ckb	1
2020-12-20	Security	Other - Security	fa	1
2020-04-22	Services	Divine Intervention	ar	9
2020-04-23	Governance	Other - Governance	ar	9
2020-03-10	Services	Divine Intervention	ar	9
2020-02-03	Security	Other - Security	ar	9
2020-02-05	Security	Hopeful/Positive/Optimistic	ar	9
2020-02-20	Services	Divine Intervention	ar	9
2020-12-20	Corruption	Other - Corruption	und	4
2020-01-05	Security	Other - Security	ar	9
2020-01-23	Security	Other - Security	ar	9
2019-12-01	Security	Hopeful/Positive/Optimistic	ar	9
2019-12-03	Security	Other - Security	ar	9
2019-12-03	Governance	Other - Governance	ar	9
2019-12-06	Security	Other - Security	ar	9
2019-12-11	Governance	Other - Governance	ar	9
2019-12-26	Governance	Other - Governance	ar	9
2019-11-28	Security	Hopeful/Positive/Optimistic	ar	9
2020-12-21	Security	Other - Security	ckb	1
2019-10-06	Security	Other - Security	ar	9
2019-10-13	Security	Other - Security	ar	9
2019-09-02	Security	Other - Security	ar	9
2019-09-06	Security	Other - Security	ar	9
2019-09-09	Security	Other - Security	ar	9
2019-09-11	Security	Other - Security	ar	9
2019-09-24	Security	Other - Security	ar	9
2019-09-26	Security	Other - Security	ar	9
2019-08-04	Corruption	Other - Corruption	ar	9
2019-08-05	Security	Other - Security	ar	9
2019-08-09	Security	Other - Security	ar	9
2019-08-29	Security	Other - Security	ar	9
2020-12-22	Security	Other - Security	ckb	1
2019-07-01	Security	Other - Security	ar	9
2019-07-06	Security	Other - Security	ar	9
2019-07-09	Security	Other - Security	ar	9
2019-07-21	Security	Other - Security	ar	9
2019-07-22	Security	Other - Security	ar	9
2019-07-29	Security	Other - Security	ar	9
2019-07-31	Corruption	Other - Corruption	ar	9
2019-06-08	Corruption	Other - Corruption	ar	9
2019-06-19	Corruption	Other - Corruption	ar	9
2019-06-23	Security	Other - Security	ar	9
2020-12-23	Security	Other - Security	ckb	1
2020-12-23	Security	Other - Security	fa	1
2019-06-24	Security	Other - Security	ar	9
2019-06-26	Security	Other - Security	ar	9
2019-05-01	Corruption	Other - Corruption	ar	9
2020-12-23	Corruption	Other - Corruption	und	1
2019-05-18	Security	Other - Security	ar	9
2019-05-20	Security	Other - Security	ar	9
2019-05-20	Corruption	Other - Corruption	ar	9
2020-12-23	Services	Other - Services	ckb	1
2019-05-21	Security	Other - Security	ar	9
2019-05-29	Security	Other - Security	ar	9
2020-12-24	Security	Other - Security	ckb	1
2019-03-04	Security	Other - Security	ar	9
2019-03-09	Corruption	Other - Corruption	ar	9
2019-03-20	Corruption	Other - Corruption	ar	9
2019-03-27	Corruption	Other - Corruption	ar	9
2019-03-28	Corruption	Other - Corruption	ar	9
2020-12-24	Corruption	Other - Corruption	ckb	1
2020-12-24	Corruption	Other - Corruption	fa	1
2019-01-05	Security	Other - Security	ar	9
2019-01-05	Corruption	Other - Corruption	ar	9
2019-01-06	Security	Hopeful/Positive/Optimistic	ar	9
2019-01-09	Security	Other - Security	ar	9
2019-01-12	Security	Other - Security	ar	9
2019-01-28	Security	Other - Security	ar	9
2018-10-15	Corruption	Other - Corruption	ar	9
2020-12-25	Security	Other - Security	ckb	1
2018-10-23	Corruption	Other - Corruption	ar	9
2018-10-27	Corruption	Other - Corruption	ar	9
2018-09-08	Services	Other - Services	ar	9
2018-09-10	Corruption	Other - Corruption	ar	9
2018-09-13	Security	Other - Security	ar	9
2018-07-04	Corruption	Other - Corruption	ar	9
2018-07-16	Security	Other - Security	ar	9
2018-07-22	Security	Other - Security	ar	9
2018-06-09	Corruption	Other - Corruption	ar	9
2018-06-30	Security	Other - Security	ar	9
2018-06-30	Corruption	Other - Corruption	ar	9
2018-05-01	Security	Other - Security	ar	9
2018-05-03	Security	Other - Security	ar	9
2018-05-06	Security	Other - Security	ar	9
2018-05-09	Corruption	Other - Corruption	ar	9
2018-05-20	Corruption	Other - Corruption	ar	9
2018-05-21	Corruption	Other - Corruption	ar	9
2020-12-27	Security	Other - Security	ckb	3
2018-05-24	Security	Other - Security	ar	9
2018-05-24	Corruption	Other - Corruption	ar	9
2018-05-26	Security	Other - Security	ar	9
2018-05-28	Security	Other - Security	ar	9
2018-04-11	Security	Other - Security	ar	9
2018-04-12	Security	Other - Security	ar	9
2018-04-16	Corruption	Other - Corruption	ar	9
2018-04-20	Corruption	Other - Corruption	ar	9
2018-04-21	Corruption	Other - Corruption	ar	9
2020-12-27	Services	Collective Action	fa	1
2018-04-25	Corruption	Other - Corruption	ar	9
2018-01-15	Corruption	Other - Corruption	ar	9
2021-06-13	Security	Other - Security	ar	8
2021-06-26	Security	Hopeless/Negative/Pessimistic	ar	8
2020-12-28	Security	Other - Security	ckb	2
2021-04-05	Services	Other - Services	ar	8
2021-04-26	Security	Other - Security	ar	8
2021-03-03	Security	Other - Security	ar	8
2021-03-31	Security	Other - Security	ar	8
2021-01-12	Security	Other - Security	ar	8
2021-01-14	Corruption	Other - Corruption	ar	8
2020-12-29	Security	Other - Security	ckb	2
2020-12-06	Security	Other - Security	ar	8
2020-12-19	Services	Collective Action	ar	8
2020-11-07	Governance	Other - Governance	ar	8
2020-11-08	Corruption	Other - Corruption	ar	8
2020-11-10	Governance	Other - Governance	ar	8
2020-11-13	Security	Other - Security	ar	8
2020-11-13	Governance	Other - Governance	ar	8
2020-11-15	Services	Other - Services	ar	8
2020-11-15	Governance	Other - Governance	ar	8
2020-11-18	Security	Other - Security	ar	8
2020-12-30	Security	Other - Security	ckb	2
2020-11-21	Security	Other - Security	ar	8
2020-11-23	Governance	Other - Governance	ar	8
2020-10-03	Governance	Other - Governance	ar	8
2020-10-11	Corruption	Other - Corruption	ar	8
2020-10-15	Security	Other - Security	ar	8
2020-10-16	Security	Other - Security	ar	8
2020-10-17	Security	Hopeless/Negative/Pessimistic	ar	8
2020-10-17	Security	Other - Security	ar	8
2020-12-31	Security	Other - Security	ckb	1
2020-10-23	Security	Other - Security	ar	8
2020-10-24	Security	Other - Security	ar	8
2020-10-25	Security	Other - Security	ar	8
2020-09-03	Services	Other - Services	ar	8
2020-09-18	Economy	Other - Economy	ar	8
2020-09-21	Economy	Other - Economy	ar	8
2020-09-22	Security	Other - Security	ar	8
2020-09-23	Security	Other - Security	ar	8
2020-11-01	Security	Other - Security	fa	2
2020-09-25	Security	Other - Security	ar	8
2020-08-02	Governance	Other - Governance	ar	8
2020-08-10	Security	Other - Security	ar	8
2020-08-15	Corruption	Other - Corruption	ar	8
2020-08-19	Security	Hopeful/Positive/Optimistic	ar	8
2020-08-21	Security	Other - Security	ar	8
2020-08-28	Security	Other - Security	ar	8
2020-07-01	Security	Other - Security	ar	8
2020-07-13	Services	Other - Services	ar	8
2020-07-17	Security	Other - Security	ar	8
2020-07-19	Security	Other - Security	ar	8
2020-07-23	Security	Other - Security	ar	8
2020-07-24	Security	Other - Security	ar	8
2020-11-02	Corruption	Other - Corruption	und	2
2020-07-30	Security	Other - Security	ar	8
2020-06-01	Services	Collective Action	ar	8
2020-06-02	Governance	Other - Governance	ar	8
2020-06-03	Security	Hopeful/Positive/Optimistic	ar	8
2020-06-06	Security	Other - Security	ar	8
2020-06-07	Services	Divine Intervention	ar	8
2020-06-08	Security	Other - Security	ar	8
2020-11-03	Security	Other - Security	ckb	2
2020-06-11	Security	Other - Security	ar	8
2020-06-12	Security	Other - Security	ar	8
2020-06-14	Security	Other - Security	ar	8
2020-06-15	Security	Other - Security	ar	8
2020-06-19	Security	Hopeless/Negative/Pessimistic	ar	8
2020-06-21	Services	Other - Services	ar	8
2020-06-27	Services	Collective Action	ar	8
2020-06-28	Security	Other - Security	ar	8
2020-06-28	Services	Other - Services	ar	8
2020-06-29	Corruption	Other - Corruption	ar	8
2020-06-29	Services	Divine Intervention	ar	8
2020-06-30	Corruption	Other - Corruption	ar	8
2020-11-04	Security	Other - Security	ckb	1
2020-11-04	Security	Hopeless/Negative/Pessimistic	und	1
2020-05-01	Governance	Other - Governance	ar	8
2020-05-04	Security	Other - Security	ar	8
2020-05-16	Governance	Other - Governance	ar	8
2020-11-04	Corruption	Other - Corruption	und	2
2020-05-21	Security	Other - Security	ar	8
2020-05-31	Services	Collective Action	ar	8
2020-04-03	Services	Divine Intervention	ar	8
2020-04-06	Services	Collective Action	ar	8
2020-04-21	Security	Other - Security	ar	8
2020-03-11	Services	Divine Intervention	ar	8
2020-03-13	Services	Divine Intervention	ar	8
2020-11-05	Security	Other - Security	ckb	1
2020-11-05	Security	Other - Security	und	1
2020-03-14	Services	Other - Services	ar	8
2020-03-15	Services	Divine Intervention	ar	8
2020-03-16	Services	Divine Intervention	ar	8
2020-03-21	Services	Divine Intervention	ar	8
2020-03-24	Services	Divine Intervention	ar	8
2020-03-25	Services	Divine Intervention	ar	8
2020-03-30	Services	Other - Services	ar	8
2020-11-05	Corruption	Other - Corruption	und	1
2020-02-01	Security	Other - Security	ar	8
2020-02-02	Governance	Other - Governance	ar	8
2020-11-05	Services	Collective Action	ckb	1
2020-02-03	Security	Hopeless/Negative/Pessimistic	ar	8
2020-02-27	Governance	Other - Governance	ar	8
2020-02-29	Services	Divine Intervention	ar	8
2020-01-02	Security	Hopeless/Negative/Pessimistic	ar	8
2020-01-06	Security	Hopeful/Positive/Optimistic	ar	8
2020-11-06	Security	Other - Security	fa	1
2020-01-06	Corruption	Other - Corruption	ar	8
2019-12-04	Governance	Other - Governance	ar	8
2019-12-06	Governance	Other - Governance	ar	8
2019-12-07	Security	Hopeless/Negative/Pessimistic	ar	8
2019-12-10	Security	Other - Security	ar	8
2020-11-06	Corruption	Other - Corruption	und	3
2019-12-16	Security	Other - Security	ar	8
2019-12-21	Governance	Other - Governance	ar	8
2019-12-22	Governance	Other - Governance	ar	8
