date	macro_dimension	dimension	gender	language	frequency
2019-11-22	Corruption	Other - Corruption	m	ar	2
2019-11-22	Governance	Other - Governance	f	ar	1
2019-11-23	Security	Other - Security	m	ar	5
2019-11-23	Security	Other - Security	m	ar	2
2019-11-23	Security	Other - Security	f	ar	1
2019-11-23	Security	Other - Security	m	ar	1
2019-11-23	Corruption	Other - Corruption	f	ar	1
2019-11-23	Corruption	Other - Corruption	m	ar	5
2019-11-23	Governance	Other - Governance	m	ar	1
2019-11-23	Governance	Other - Governance	m	ar	1
2019-11-24	Security	Other - Security	m	ar	2
2019-11-24	Security	Hopeful/Positive/Optimistic	m	ar	2
2019-11-24	Security	Other - Security	f	ar	2
2019-11-24	Security	Other - Security	m	ar	2
2019-11-24	Corruption	Other - Corruption	f	ar	2
2019-11-24	Corruption	Other - Corruption	m	ar	7
2019-11-24	Governance	Other - Governance	m	ar	1
2019-11-25	Security	Other - Security	m	ar	3
2019-11-25	Security	Hopeful/Positive/Optimistic	m	ar	2
2019-11-25	Security	Other - Security	m	ar	1
2019-11-25	Security	Other - Security	m	ar	1
2019-11-25	Corruption	Other - Corruption	f	ar	2
2019-11-25	Corruption	Other - Corruption	m	ar	5
2019-11-25	Governance	Other - Governance	m	ar	1
2019-11-26	Security	Other - Security	f	ar	1
2019-11-26	Security	Other - Security	f	ar	1
2019-11-26	Security	Other - Security	m	ar	1
2019-11-26	Corruption	Other - Corruption	f	ar	1
2019-11-26	Corruption	Other - Corruption	m	ar	10
2019-11-26	Services	Other - Services	m	ar	1
2019-11-26	Economy	Other - Economy	m	ar	1
2019-11-27	Security	Other - Security	f	ar	3
2019-11-27	Security	Other - Security	m	ar	7
2019-11-27	Security	Other - Security	m	ar	1
2019-11-27	Corruption	Other - Corruption	f	ar	1
2019-11-27	Corruption	Other - Corruption	m	ar	3
2019-11-27	Economy	Other - Economy	f	ar	1
2019-11-27	Governance	Other - Governance	m	ar	1
2019-11-28	Security	Other - Security	f	ar	5
2019-11-28	Security	Other - Security	m	ar	18
2019-11-28	Security	Other - Security	f	ar	1
2019-11-28	Security	Other - Security	m	ar	1
2019-11-28	Security	Other - Security	f	ar	1
2019-11-28	Security	Other - Security	m	ar	1
2019-11-28	Security	Other - Security	f	ar	3
2019-11-28	Security	Other - Security	m	ar	1
2019-11-28	Security	Other - Security	m	ar	1
2019-11-28	Corruption	Other - Corruption	f	ar	3
2019-11-28	Corruption	Other - Corruption	m	ar	15
2019-11-28	Services	Other - Services	m	ar	1
2019-11-28	Economy	Other - Economy	f	ar	1
2019-11-29	Security	Other - Security	f	ar	2
2019-11-29	Security	Other - Security	m	ar	15
2019-11-29	Security	Hopeful/Positive/Optimistic	f	ar	1
2019-11-29	Security	Other - Security	m	ar	1
2019-11-29	Security	Other - Security	f	ar	1
2019-11-29	Security	Other - Security	m	ar	2
2019-11-29	Security	Other - Security	f	ar	1
2019-11-29	Security	Other - Security	m	ar	3
2019-11-29	Corruption	Other - Corruption	f	ar	5
2019-11-29	Corruption	Other - Corruption	m	ar	17
2019-11-29	Governance	Other - Governance	m	ar	3
2019-11-30	Security	Other - Security	f	ar	2
2019-11-30	Security	Other - Security	m	ar	8
2019-11-30	Security	Hopeful/Positive/Optimistic	f	ar	2
2019-11-30	Security	Hopeful/Positive/Optimistic	m	ar	7
2019-11-30	Security	Other - Security	m	ar	3
2019-11-30	Security	Other - Security	f	ar	1
2019-11-30	Security	Other - Security	m	ar	3
2019-11-30	Corruption	Other - Corruption	f	ar	2
2019-11-30	Corruption	Other - Corruption	m	ar	10
2019-11-30	Corruption	Other - Corruption	m	ar	1
2019-11-30	Services	Collective Action	m	ar	1
2019-11-30	Economy	Other - Economy	m	ar	2
2019-11-30	Governance	Other - Governance	m	ar	1
2019-11-30	Governance	Other - Governance	f	ar	1
2019-11-30	Governance	Other - Governance	m	ar	1
2019-11-30	Governance	Other - Governance	m	ar	1
2019-10-01	Security	Other - Security	f	ar	1
2019-10-01	Security	Other - Security	m	ar	5
2019-10-01	Security	Other - Security	m	ar	1
2019-10-01	Security	Other - Security	f	ar	1
2019-10-01	Security	Other - Security	m	ar	1
2019-10-01	Corruption	Other - Corruption	f	ar	6
2019-10-01	Corruption	Other - Corruption	m	ar	10
2019-10-01	Corruption	Other - Corruption	m	ar	1
2019-10-01	Services	Other - Services	f	ar	2
2019-10-01	Services	Other - Services	m	ar	1
2019-10-02	Security	Other - Security	f	ar	1
2019-10-02	Security	Other - Security	m	ar	3
2019-10-02	Security	Hopeful/Positive/Optimistic	m	ar	1
2019-10-02	Security	Other - Security	m	ar	1
2019-10-02	Corruption	Other - Corruption	f	ar	7
2019-10-02	Corruption	Other - Corruption	m	ar	10
2019-10-02	Services	Other - Services	f	ar	1
2019-10-02	Governance	Other - Governance	m	ar	1
2019-10-03	Security	Other - Security	m	ar	2
2019-10-03	Security	Other - Security	m	ar	1
2019-10-03	Corruption	Other - Corruption	f	ar	2
2019-10-03	Corruption	Other - Corruption	m	ar	2
2019-10-03	Services	Other - Services	f	ar	1
2019-10-03	Services	Collective Action	m	ar	1
2019-10-04	Security	Hopeful/Positive/Optimistic	f	ar	1
2019-10-04	Corruption	Other - Corruption	m	ar	3
2019-10-04	Governance	Other - Governance	f	ar	1
2019-10-05	Security	Other - Security	f	ar	1
2019-10-05	Security	Hopeful/Positive/Optimistic	m	ar	1
2019-10-05	Corruption	Other - Corruption	f	ar	1
2019-10-05	Corruption	Other - Corruption	m	ar	3
2019-10-05	Services	Leadership	m	ar	1
2019-10-05	Governance	Other - Governance	f	ar	1
2019-10-06	Security	Other - Security	m	ar	2
2019-10-06	Security	Hopeful/Positive/Optimistic	f	ar	1
2019-10-06	Security	Other - Security	m	ar	1
2019-10-06	Security	Other - Security	f	ar	1
2019-10-06	Corruption	Other - Corruption	f	ar	3
2019-10-06	Corruption	Other - Corruption	m	ar	2
2019-10-06	Services	Collective Action	m	ar	1
2019-10-06	Governance	Other - Governance	m	ar	2
2019-10-06	Governance	Other - Governance	f	ar	1
2019-10-07	Security	Other - Security	f	ar	1
2019-10-07	Security	Other - Security	m	ar	6
2019-10-07	Security	Other - Security	f	ar	1
2019-10-07	Security	Other - Security	m	ar	1
2019-10-07	Corruption	Other - Corruption	f	ar	5
2019-10-07	Corruption	Other - Corruption	m	ar	1
2019-10-07	Services	Other - Services	m	ar	1
2019-10-07	Governance	Other - Governance	m	ar	1
2019-10-07	Governance	Other - Governance	f	ar	1
2019-10-08	Security	Other - Security	f	ar	1
2019-10-08	Security	Other - Security	m	ar	1
2019-10-08	Corruption	Other - Corruption	f	ar	1
2019-10-08	Corruption	Other - Corruption	m	ar	2
2019-10-08	Services	Other - Services	m	ar	2
2019-10-08	Economy	Other - Economy	f	ar	1
2019-10-09	Security	Other - Security	f	ar	1
2019-10-09	Security	Other - Security	m	ar	2
2019-10-09	Security	Other - Security	f	ar	1
2019-10-09	Corruption	Other - Corruption	f	ar	3
2019-10-09	Corruption	Other - Corruption	m	ar	4
2019-10-09	Services	Other - Services	f	ar	1
2019-10-10	Security	Other - Security	m	ar	1
2019-10-10	Corruption	Other - Corruption	f	ar	2
2019-10-11	Security	Other - Security	f	ar	2
2019-10-11	Security	Other - Security	m	ar	1
2019-10-11	Corruption	Other - Corruption	f	ar	1
2019-10-11	Corruption	Other - Corruption	m	ar	4
2019-10-11	Services	Other - Services	m	ar	1
2019-10-12	Security	Other - Security	m	ar	1
2019-10-12	Security	Hopeful/Positive/Optimistic	f	ar	1
2019-10-12	Security	Other - Security	f	ar	1
2019-10-12	Security	Other - Security	m	ar	1
2019-10-12	Corruption	Other - Corruption	f	ar	1
2019-10-12	Corruption	Other - Corruption	m	ar	5
2019-10-12	Services	Other - Services	f	ar	1
2019-10-12	Governance	Other - Governance	m	ar	1
2019-10-12	Governance	Other - Governance	m	ar	1
2019-10-13	Security	Other - Security	f	ar	1
2019-10-13	Corruption	Other - Corruption	m	ar	2
2019-10-14	Security	Other - Security	m	ar	2
2019-10-14	Security	Other - Security	f	ar	1
2019-10-14	Security	Other - Security	f	ar	1
2019-10-14	Corruption	Other - Corruption	f	ar	4
2019-10-14	Corruption	Other - Corruption	m	ar	3
2019-10-14	Services	Other - Services	f	ar	1
2019-10-15	Security	Other - Security	m	ar	1
2019-10-15	Corruption	Other - Corruption	f	ar	1
2019-10-15	Corruption	Other - Corruption	m	ar	3
2019-10-15	Services	Other - Services	m	ar	1
2019-10-16	Security	Other - Security	f	ar	1
2019-10-16	Corruption	Other - Corruption	f	ar	4
2019-10-16	Corruption	Other - Corruption	m	ar	1
2019-10-16	Governance	Other - Governance	f	ar	1
2019-10-17	Security	Other - Security	f	ar	3
2019-10-17	Security	Other - Security	m	ar	1
2019-10-17	Security	Other - Security	f	ar	1
2019-10-17	Security	Other - Security	m	ar	1
2019-10-17	Security	Other - Security	m	ar	1
2019-10-17	Corruption	Other - Corruption	f	ar	3
2019-10-17	Corruption	Other - Corruption	m	ar	2
2019-10-17	Governance	Other - Governance	f	ar	1
2019-10-18	Security	Other - Security	f	ar	4
2019-10-18	Security	Other - Security	m	ar	2
2019-10-18	Security	Other - Security	m	ar	1
2019-10-18	Security	Other - Security	m	ar	1
2019-10-18	Corruption	Other - Corruption	m	ar	6
2019-10-18	Services	Other - Services	f	ar	1
2019-10-18	Services	Other - Services	m	ar	1
2019-10-18	Governance	Other - Governance	m	ar	1
2019-10-19	Security	Other - Security	m	ar	2
2019-10-19	Security	Other - Security	f	ar	1
2019-10-19	Corruption	Other - Corruption	m	ar	5
2019-10-19	Governance	Other - Governance	m	ar	1
2019-10-20	Security	Other - Security	m	ar	1
2019-10-20	Security	Other - Security	m	ar	1
2019-10-20	Corruption	Other - Corruption	f	ar	1
2019-10-20	Corruption	Other - Corruption	m	ar	4
2019-10-20	Corruption	Other - Corruption	m	ar	1
2019-10-20	Services	Other - Services	f	ar	1
2019-10-20	Governance	Other - Governance	f	ar	1
2019-10-21	Security	Other - Security	m	ar	2
2019-10-21	Security	Other - Security	f	ar	1
2019-10-21	Security	Other - Security	f	ar	1
2019-10-21	Corruption	Other - Corruption	f	ar	2
2019-10-21	Corruption	Other - Corruption	m	ar	4
2019-10-21	Economy	Other - Economy	f	ar	1
2019-10-22	Security	Other - Security	m	ar	2
2019-10-22	Security	Other - Security	m	ar	1
2019-10-22	Security	Other - Security	m	ar	3
2019-10-23	Security	Other - Security	f	ar	1
2019-10-23	Security	Other - Security	m	ar	3
2019-10-23	Security	Other - Security	m	ar	1
2019-10-23	Corruption	Other - Corruption	f	ar	2
2019-10-23	Corruption	Other - Corruption	m	ar	5
2019-10-23	Economy	Other - Economy	f	ar	1
2019-10-24	Security	Other - Security	m	ar	5
2019-10-24	Security	Other - Security	f	ar	1
2019-10-24	Security	Other - Security	m	ar	1
2019-10-24	Corruption	Other - Corruption	f	ar	11
2019-10-24	Corruption	Other - Corruption	m	ar	16
2019-10-24	Corruption	Other - Corruption	m	ar	1
2019-10-24	Services	Other - Services	f	ar	1
2019-10-24	Services	Collective Action	m	ar	1
2019-10-24	Economy	Other - Economy	m	ar	1
2019-10-24	Governance	Other - Governance	m	ar	1
2019-10-25	Security	Other - Security	f	ar	1
2019-10-25	Security	Other - Security	m	ar	13
2019-10-25	Security	Other - Security	f	ar	1
2019-10-25	Security	Other - Security	m	ar	1
2019-10-25	Security	Other - Security	f	ar	1
2019-10-25	Security	Other - Security	m	ar	1
2019-10-25	Corruption	Other - Corruption	f	ar	4
2019-10-25	Corruption	Other - Corruption	m	ar	7
2019-10-25	Corruption	Other - Corruption	m	ar	1
2019-10-25	Corruption	Other - Corruption	m	ar	1
2019-10-25	Services	Other - Services	m	ar	1
2019-10-25	Governance	Other - Governance	m	ar	1
2019-10-26	Security	Other - Security	f	ar	3
2019-10-26	Security	Other - Security	m	ar	8
2019-10-26	Security	Other - Security	f	ar	2
2019-10-26	Security	Other - Security	m	ar	1
2019-10-26	Security	Other - Security	m	ar	1
2019-10-26	Corruption	Other - Corruption	f	ar	5
2019-10-26	Corruption	Other - Corruption	m	ar	18
2019-10-26	Corruption	Other - Corruption	m	ar	1
2019-10-26	Governance	Other - Governance	m	ar	1
2019-10-26	Governance	Other - Governance	f	ar	1
2019-10-27	Security	Other - Security	f	ar	5
2019-10-27	Security	Other - Security	m	ar	4
2019-10-27	Security	Hopeful/Positive/Optimistic	m	ar	1
2019-10-27	Corruption	Other - Corruption	f	ar	4
2019-10-27	Corruption	Other - Corruption	m	ar	8
2019-10-27	Services	Other - Services	m	ar	1
2019-10-27	Economy	Other - Economy	m	ar	1
2019-10-27	Economy	Other - Economy	m	ar	1
2019-10-27	Governance	Other - Governance	m	ar	1
2019-10-27	Governance	Other - Governance	m	ar	1
2019-10-27	Governance	Other - Governance	m	ar	1
2019-10-28	Security	Other - Security	f	ar	1
2019-10-28	Security	Other - Security	m	ar	4
2019-10-28	Security	Other - Security	m	ar	1
2019-10-28	Corruption	Other - Corruption	f	ar	6
2019-10-28	Corruption	Other - Corruption	m	ar	11
2019-10-28	Corruption	Other - Corruption	m	ar	1
2019-10-28	Services	Other - Services	m	ar	1
2019-10-28	Governance	Other - Governance	m	ar	1
2019-10-28	Governance	Other - Governance	m	ar	1
2019-10-29	Security	Other - Security	f	ar	1
2019-10-29	Security	Other - Security	m	ar	9
2019-10-29	Security	Hopeful/Positive/Optimistic	f	ar	1
2019-10-29	Security	Hopeful/Positive/Optimistic	m	ar	1
2019-10-29	Security	Other - Security	m	ar	1
2019-10-29	Security	Other - Security	m	ar	1
2019-10-29	Corruption	Other - Corruption	f	ar	5
2019-10-29	Corruption	Other - Corruption	m	ar	6
2019-10-29	Corruption	Other - Corruption	f	ar	1
2019-10-29	Services	Collective Action	m	ar	1
2019-10-29	Governance	Other - Governance	f	ar	2
2019-10-29	Governance	Other - Governance	f	ar	1
2019-10-30	Security	Other - Security	f	ar	2
2019-10-30	Security	Other - Security	m	ar	3
2019-10-30	Security	Other - Security	m	ar	1
2019-10-30	Security	Other - Security	f	ar	1
2019-10-30	Corruption	Other - Corruption	f	ar	8
2019-10-30	Corruption	Other - Corruption	m	ar	8
2019-10-30	Corruption	Other - Corruption	m	ar	1
2019-10-30	Services	Collective Action	m	ar	1
2019-10-31	Security	Other - Security	f	ar	1
2019-10-31	Security	Other - Security	m	ar	5
2019-10-31	Security	Hopeful/Positive/Optimistic	f	ar	1
2019-10-31	Security	Other - Security	m	ar	2
2019-10-31	Security	Other - Security	m	ar	1
2019-10-31	Corruption	Other - Corruption	f	ar	4
2019-10-31	Corruption	Other - Corruption	m	ar	6
2019-10-31	Governance	Other - Governance	f	ar	1
2019-10-31	Governance	Other - Governance	m	ar	1
2019-09-02	Security	Other - Security	m	ar	1
2019-09-02	Corruption	Other - Corruption	m	ar	1
2019-09-03	Security	Other - Security	m	ar	1
2019-09-05	Security	Other - Security	m	ar	1
2019-09-05	Security	Other - Security	f	ar	1
2019-09-06	Corruption	Other - Corruption	m	ar	1
2019-09-06	Corruption	Other - Corruption	m	ar	1
2019-09-06	Governance	Other - Governance	m	ar	1
2019-09-07	Corruption	Other - Corruption	m	ar	1
2019-09-08	Security	Other - Security	f	ar	1
2019-09-08	Security	Other - Security	m	ar	2
2019-09-08	Services	Other - Services	m	ar	1
2019-09-09	Security	Hopeful/Positive/Optimistic	m	ar	1
2019-09-10	Security	Other - Security	m	ar	2
2019-09-11	Security	Other - Security	m	ar	1
2019-09-11	Economy	Other - Economy	m	ar	1
2019-09-12	Security	Other - Security	m	ar	3
2019-09-13	Security	Other - Security	m	ar	1
2019-09-13	Corruption	Other - Corruption	m	ar	1
2019-09-13	Governance	Other - Governance	m	ar	1
2019-09-14	Security	Other - Security	f	ar	1
2019-09-14	Security	Other - Security	m	ar	1
2019-09-14	Security	Hopeful/Positive/Optimistic	m	ar	1
2019-09-14	Corruption	Other - Corruption	f	ar	2
2019-09-14	Corruption	Other - Corruption	m	ar	1
2019-09-14	Corruption	Other - Corruption	m	ar	1
2019-09-14	Services	Other - Services	m	ar	2
2019-09-14	Governance	Other - Governance	m	ar	1
2019-09-16	Corruption	Other - Corruption	m	ar	2
2019-09-17	Security	Other - Security	m	ar	1
2019-09-17	Corruption	Other - Corruption	m	ar	1
2019-09-18	Corruption	Other - Corruption	m	ar	1
2019-09-19	Corruption	Other - Corruption	m	ar	1
2019-09-20	Corruption	Other - Corruption	f	ar	1
2019-09-21	Security	Other - Security	f	ar	1
2019-09-21	Security	Other - Security	m	und	1
2019-09-21	Corruption	Other - Corruption	m	ar	1
2019-09-21	Services	Other - Services	m	ar	1
2019-09-22	Security	Other - Security	m	ar	8
2019-09-22	Security	Other - Security	m	ar	1
2019-09-22	Corruption	Other - Corruption	m	ar	1
2019-09-23	Security	Other - Security	f	ar	3
2019-09-23	Security	Other - Security	f	und	1
2019-09-23	Security	Other - Security	m	ar	6
2019-09-23	Security	Other - Security	m	ar	1
2019-09-23	Corruption	Other - Corruption	m	ar	1
2019-09-23	Governance	Other - Governance	m	ar	1
2019-09-24	Security	Other - Security	f	ar	1
2019-09-24	Security	Other - Security	m	ar	13
2019-09-24	Security	Other - Security	m	und	1
2019-09-25	Security	Other - Security	m	ar	32
2019-09-25	Security	Hopeful/Positive/Optimistic	m	ar	1
2019-09-25	Security	Other - Security	f	ar	1
2019-09-25	Security	Other - Security	m	ar	1
2019-09-25	Corruption	Other - Corruption	m	ar	2
2019-09-25	Governance	Other - Governance	f	ar	1
2019-09-26	Corruption	Other - Corruption	m	ar	3
2019-09-26	Services	Other - Services	m	ar	1
2019-09-26	Governance	Other - Governance	f	ar	1
2019-09-27	Security	Other - Security	m	ar	1
2019-09-27	Corruption	Other - Corruption	m	ar	1
2019-09-27	Corruption	Other - Corruption	f	ar	1
2019-09-28	Security	Other - Security	m	ar	1
2019-09-28	Security	Other - Security	f	ar	1
2019-09-28	Corruption	Other - Corruption	f	ar	1
2019-09-28	Corruption	Other - Corruption	m	ar	2
2019-09-28	Services	Other - Services	m	ar	1
2019-09-28	Governance	Other - Governance	m	ar	1
2019-09-29	Security	Other - Security	m	ar	2
2019-09-29	Corruption	Other - Corruption	f	ar	1
2019-09-29	Corruption	Other - Corruption	m	ar	1
2019-09-29	Services	Collective Action	f	ar	1
2019-09-30	Corruption	Other - Corruption	m	ar	1
2019-09-30	Governance	Other - Governance	f	ar	1
2019-09-30	Governance	Other - Governance	m	ar	1
2019-08-01	Security	Other - Security	f	ar	1
2019-08-01	Security	Other - Security	m	ar	1
2019-08-01	Security	Other - Security	f	ar	1
2019-08-01	Security	Other - Security	m	ar	1
2019-08-01	Corruption	Other - Corruption	m	ar	1
2019-08-01	Economy	Other - Economy	m	ar	1
2019-08-02	Security	Other - Security	f	ar	1
2019-08-02	Security	Other - Security	m	ar	1
2019-08-02	Security	Other - Security	m	ar	1
2019-08-02	Corruption	Other - Corruption	m	ar	1
2019-08-02	Corruption	Active-agentic	f	ar	1
2019-08-02	Services	Other - Services	f	ar	1
2019-08-03	Corruption	Other - Corruption	f	ar	1
2019-08-04	Security	Other - Security	m	ar	2
2019-08-05	Governance	Other - Governance	m	ar	1
2019-08-07	Security	Other - Security	f	ar	1
2019-08-07	Security	Other - Security	m	ar	1
2019-08-07	Security	Other - Security	m	ar	1
2019-08-07	Governance	Other - Governance	f	ar	1
2019-08-08	Security	Other - Security	m	ar	1
2019-08-09	Corruption	Other - Corruption	m	ar	2
2019-08-09	Services	Other - Services	f	ar	1
2019-08-10	Corruption	Other - Corruption	m	ar	2
2019-08-10	Services	Other - Services	f	ar	1
2019-08-11	Services	Other - Services	m	ar	1
2019-08-11	Governance	Other - Governance	f	ar	1
2019-08-12	Security	Other - Security	m	ar	1
2019-08-12	Corruption	Other - Corruption	m	ar	1
2019-08-15	Corruption	Other - Corruption	m	ar	2
2019-08-15	Economy	Other - Economy	f	ar	1
2019-08-16	Corruption	Other - Corruption	m	ar	1
2019-08-17	Security	Other - Security	f	ar	1
2019-08-18	Security	Other - Security	m	ar	1
2019-08-18	Corruption	Other - Corruption	m	ar	1
2019-08-19	Corruption	Other - Corruption	m	ar	1
2019-08-20	Corruption	Other - Corruption	m	ar	1
2019-08-20	Governance	Other - Governance	m	ar	1
2019-08-21	Security	Other - Security	m	ar	1
2019-08-21	Services	Other - Services	m	ar	1
2019-08-23	Security	Other - Security	m	ar	1
2019-08-23	Corruption	Other - Corruption	f	ar	1
2019-08-23	Governance	Other - Governance	m	ar	1
2019-08-24	Security	Other - Security	m	ar	1
2019-08-24	Corruption	Other - Corruption	f	ar	2
2019-08-24	Corruption	Other - Corruption	m	ar	2
2019-08-25	Corruption	Other - Corruption	m	ar	1
2019-08-27	Corruption	Other - Corruption	f	ar	1
2019-08-28	Corruption	Other - Corruption	m	ar	1
2019-08-29	Security	Other - Security	f	ar	1
2019-08-29	Corruption	Other - Corruption	m	ar	1
2019-08-31	Governance	Other - Governance	m	ar	1
2019-07-01	Security	Other - Security	m	ar	1
2019-07-01	Corruption	Other - Corruption	m	ar	1
2019-07-01	Economy	Other - Economy	m	ar	1
2019-07-02	Security	Other - Security	m	ar	1
2019-07-03	Security	Other - Security	m	ar	1
2019-07-03	Services	Collective Action	m	ar	1
2019-07-03	Economy	Other - Economy	f	ar	1
2019-07-04	Corruption	Other - Corruption	m	ar	1
2019-07-04	Services	Other - Services	m	ar	1
2019-07-05	Security	Other - Security	f	ar	1
2019-07-05	Security	Other - Security	m	ar	1
2019-07-05	Security	Other - Security	m	ar	2
2019-07-05	Corruption	Other - Corruption	m	ar	1
2019-07-07	Security	Other - Security	m	ar	1
2019-07-07	Corruption	Other - Corruption	m	ar	1
2019-07-08	Security	Other - Security	m	ar	1
2019-07-08	Corruption	Other - Corruption	f	ar	1
2019-07-09	Corruption	Other - Corruption	m	ar	1
2019-07-10	Security	Other - Security	m	ar	1
2019-07-10	Corruption	Other - Corruption	m	ar	1
2019-07-10	Services	Collective Action	m	ar	1
2019-07-12	Corruption	Other - Corruption	m	ar	1
2019-07-14	Economy	Other - Economy	m	ar	1
2019-07-15	Corruption	Other - Corruption	m	ar	1
2019-07-15	Services	Other - Services	m	ar	1
2019-07-16	Security	Other - Security	f	ar	1
2019-07-16	Security	Other - Security	m	ar	1
2019-07-16	Services	Other - Services	m	ar	1
2019-07-17	Corruption	Other - Corruption	m	ar	2
2019-07-20	Corruption	Other - Corruption	m	ar	1
2019-07-21	Security	Other - Security	m	ar	1
2019-07-21	Corruption	Other - Corruption	m	ar	1
2019-07-21	Governance	Other - Governance	m	ar	1
2019-07-23	Services	Other - Services	f	ar	1
2019-07-23	Economy	Other - Economy	m	ar	1
2019-07-24	Security	Other - Security	m	ar	1
2019-07-24	Corruption	Other - Corruption	m	ar	1
2019-07-24	Services	Other - Services	m	ar	1
2019-07-25	Security	Other - Security	f	ar	1
2019-07-25	Corruption	Other - Corruption	m	ar	1
2019-07-26	Security	Hopeful/Positive/Optimistic	m	ar	1
2019-07-26	Corruption	Other - Corruption	m	ar	1
2019-07-26	Services	Other - Services	m	ar	1
2019-07-29	Corruption	Other - Corruption	f	ar	1
2019-07-30	Security	Other - Security	m	ar	1
2019-07-31	Security	Other - Security	m	ar	1
2019-07-31	Corruption	Other - Corruption	f	ar	1
2019-06-01	Corruption	Other - Corruption	m	ar	2
2019-06-02	Security	Hopeful/Positive/Optimistic	f	ar	1
2019-06-05	Security	Other - Security	m	ar	1
2019-06-06	Economy	Other - Economy	m	ar	1
2019-06-08	Services	Other - Services	m	ar	1
2019-06-08	Services	Collective Action	m	ar	1
2019-06-10	Services	Collective Action	m	ar	1
2019-06-11	Corruption	Other - Corruption	m	ar	1
2019-06-11	Services	Other - Services	f	ar	1
2019-06-12	Security	Other - Security	m	ar	3
2019-06-12	Corruption	Other - Corruption	m	ar	1
2019-06-12	Services	Collective Action	m	ar	1
2019-06-13	Corruption	Other - Corruption	m	ar	2
2019-06-13	Services	Other - Services	m	ar	1
2019-06-14	Corruption	Other - Corruption	f	ar	1
2019-06-14	Corruption	Other - Corruption	m	ar	4
2019-06-14	Services	Other - Services	f	ar	1
2019-06-15	Corruption	Other - Corruption	m	ar	1
2019-06-17	Security	Other - Security	f	ar	2
2019-06-18	Security	Other - Security	m	ar	1
2019-06-18	Services	Other - Services	f	ar	1
2019-06-19	Security	Other - Security	m	ar	1
2019-06-19	Security	Other - Security	m	ar	1
2019-06-19	Corruption	Other - Corruption	m	ar	1
2019-06-24	Services	Other - Services	m	ar	1
2019-06-26	Governance	Other - Governance	m	ar	1
2019-06-27	Security	Other - Security	m	ar	1
2019-06-27	Services	Other - Services	m	ar	1
2019-06-28	Corruption	Other - Corruption	m	ar	1
2019-06-28	Services	Other - Services	m	ar	1
2019-06-30	Corruption	Other - Corruption	f	ar	2
2019-06-30	Corruption	Other - Corruption	m	ar	1
2019-06-30	Services	Other - Services	m	ar	1
2019-05-02	Security	Other - Security	m	ar	1
2019-05-02	Corruption	Other - Corruption	m	ar	1
2019-05-02	Governance	Other - Governance	m	ar	1
2019-05-04	Security	Other - Security	m	ar	1
2019-05-06	Security	Other - Security	f	ar	1
2019-05-07	Corruption	Other - Corruption	m	ar	1
2019-05-08	Security	Other - Security	m	ar	1
2019-05-10	Services	Other - Services	m	ar	1
2019-05-11	Security	Other - Security	m	ar	2
2019-05-11	Corruption	Other - Corruption	m	ar	1
2019-05-12	Security	Other - Security	f	ar	1
2019-05-12	Corruption	Other - Corruption	m	ar	1
2019-05-13	Security	Other - Security	m	ar	1
2019-05-15	Corruption	Other - Corruption	m	ar	2
2019-05-15	Economy	Other - Economy	m	ar	1
2019-05-16	Corruption	Other - Corruption	m	ar	1
2019-05-16	Corruption	Other - Corruption	m	ar	1
2019-05-17	Security	Other - Security	m	ar	1
2019-05-17	Corruption	Other - Corruption	m	ar	2
2019-05-18	Security	Other - Security	m	ar	1
2019-05-18	Corruption	Other - Corruption	m	ar	1
2019-05-19	Corruption	Other - Corruption	m	ar	1
2019-05-19	Services	Other - Services	m	ar	1
2019-05-21	Corruption	Active-agentic	m	ar	1
2019-05-23	Corruption	Other - Corruption	m	ar	3
2019-05-25	Corruption	Other - Corruption	f	ar	1
2019-05-25	Corruption	Other - Corruption	m	ar	5
2019-05-27	Corruption	Other - Corruption	m	ar	1
2019-05-27	Services	Collective Action	m	ar	1
2019-05-27	Governance	Other - Governance	m	ar	1
2019-05-28	Security	Other - Security	m	ar	1
2019-05-31	Corruption	Other - Corruption	m	ar	1
2019-05-31	Services	Other - Services	m	ar	1
2019-03-01	Corruption	Other - Corruption	f	ar	1
2019-03-02	Security	Other - Security	m	ar	1
2019-03-02	Security	Other - Security	m	ar	2
2019-03-03	Security	Other - Security	m	ar	1
2019-03-03	Corruption	Other - Corruption	m	ar	3
2019-03-04	Services	Other - Services	m	ar	1
2019-03-04	Economy	Other - Economy	f	ar	1
2019-03-05	Services	Collective Action	m	ar	1
2019-03-06	Corruption	Other - Corruption	f	ar	1
2019-03-07	Security	Other - Security	m	ar	1
2019-03-07	Corruption	Other - Corruption	m	ar	1
2019-03-07	Services	Other - Services	f	ar	1
2019-03-07	Services	Other - Services	m	ar	1
2019-03-08	Security	Other - Security	m	ar	1
2019-03-09	Security	Other - Security	m	ar	1
2019-03-10	Security	Other - Security	m	ar	1
2019-03-12	Corruption	Other - Corruption	m	ar	1
2019-03-12	Corruption	Active-agentic	m	ar	1
2019-03-15	Security	Other - Security	m	ar	3
2019-03-15	Corruption	Other - Corruption	m	ar	1
2019-03-16	Corruption	Other - Corruption	m	ar	1
2019-03-17	Security	Other - Security	m	ar	1
2019-03-18	Security	Other - Security	m	ar	1
2019-03-18	Security	Hopeful/Positive/Optimistic	m	ar	1
2019-03-18	Corruption	Other - Corruption	m	ar	1
2019-03-18	Services	Other - Services	m	ar	1
